ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type,Cycles [cycle]
1026,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,461"
1027,8.11,csrmv_v3_kernel,..integral_constant..,18.50,1.50,34.13,44.97,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,630"
1028,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,588"
1029,9.30,csrmv_v3_kernel,..integral_constant..,18.69,1.74,35.05,44.63,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,937"
1030,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,711"
1031,10.55,csrmv_v3_kernel,..integral_constant..,18.72,1.98,35.10,44.40,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,971"
1032,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.35,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,684"
1033,8.36,csrmv_v3_kernel,..integral_constant..,18.53,1.55,34.70,44.95,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,714"
1034,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,618"
1035,8.04,csrmv_v3_kernel,..integral_constant..,18.53,1.49,34.91,44.88,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,708"
1036,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,529"
1037,8.92,csrmv_v3_kernel,..integral_constant..,18.75,1.67,34.78,44.29,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,073"
1038,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,653"
1039,10.67,csrmv_v3_kernel,..integral_constant..,18.69,1.99,34.34,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,946"
1040,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,559"
1041,10.66,csrmv_v3_kernel,..integral_constant..,18.62,1.99,34.64,44.53,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,898"
1042,97.37,csr_partition_kernel,..csr_partition_kernel..,8.74,8.51,0.07,6.22,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"13,024"
1043,7.32,csrmv_v3_kernel,..integral_constant..,18.62,1.36,33.86,44.74,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,821"
1044,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,527"
1045,8.72,csrmv_v3_kernel,..integral_constant..,18.59,1.62,34.03,44.77,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,793"
1046,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,696"
1047,9.18,csrmv_v3_kernel,..integral_constant..,18.78,1.73,34.18,44.26,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,068"
1048,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,444"
1049,7.93,csrmv_v3_kernel,..integral_constant..,18.59,1.47,33.99,44.86,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,784"
1050,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,553"
1051,7.76,csrmv_v3_kernel,..integral_constant..,18.66,1.45,34.90,44.78,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,906"
1052,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.07,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,714"
1053,8.08,csrmv_v3_kernel,..integral_constant..,18.69,1.51,34.67,44.53,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,945"
1054,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,616"
1055,11.00,csrmv_v3_kernel,..integral_constant..,18.56,2.04,34.88,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,770"
1056,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.34,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,546"
1057,10.11,csrmv_v3_kernel,..integral_constant..,19.07,1.93,34.78,43.66,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,502"
1058,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,451"
1059,8.59,csrmv_v3_kernel,..integral_constant..,18.72,1.61,33.99,44.53,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,962"
1060,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,744"
1061,10.07,csrmv_v3_kernel,..integral_constant..,18.75,1.89,34.93,44.26,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,053"
1062,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,427"
1063,9.71,csrmv_v3_kernel,..integral_constant..,18.59,1.80,33.80,44.75,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,796"
1064,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,483"
1065,9.44,csrmv_v3_kernel,..integral_constant..,18.50,1.75,35.12,45.01,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,654"
1066,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.53,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,548"
1067,8.87,csrmv_v3_kernel,..integral_constant..,18.56,1.65,34.66,44.74,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,768"
1068,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,769"
1069,8.54,csrmv_v3_kernel,..integral_constant..,18.62,1.59,34.12,44.67,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,836"
1070,97.37,csr_partition_kernel,..csr_partition_kernel..,8.32,8.10,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,424"
1071,7.56,csrmv_v3_kernel,..integral_constant..,18.69,1.41,34.55,45.86,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,940"
1072,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.32,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,610"
1073,10.97,csrmv_v3_kernel,..integral_constant..,18.66,2.05,34.88,44.57,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,848"
1074,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,658"
1075,9.84,csrmv_v3_kernel,..integral_constant..,18.62,1.83,34.80,44.67,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,839"
1076,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,553"
1077,8.88,csrmv_v3_kernel,..integral_constant..,18.72,1.66,35.09,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,974"
1078,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.30,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,700"
1079,8.96,csrmv_v3_kernel,..integral_constant..,18.53,1.66,34.47,44.91,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,715"
1080,97.37,csr_partition_kernel,..csr_partition_kernel..,8.29,8.07,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,327"
1081,9.53,csrmv_v3_kernel,..integral_constant..,18.62,1.77,35.07,44.67,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,854"
1082,97.37,csr_partition_kernel,..csr_partition_kernel..,8.64,8.41,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,872"
1083,10.73,csrmv_v3_kernel,..integral_constant..,18.56,1.99,34.89,44.77,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,753"
1084,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,610"
1085,9.21,csrmv_v3_kernel,..integral_constant..,18.75,1.73,34.68,44.40,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,032"
1086,97.37,csr_partition_kernel,..csr_partition_kernel..,8.22,8.01,0.07,1.30,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,249"
1087,8.88,csrmv_v3_kernel,..integral_constant..,18.78,1.67,34.92,44.26,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,097"
1088,97.37,csr_partition_kernel,..csr_partition_kernel..,8.32,8.10,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,373"
1089,9.16,csrmv_v3_kernel,..integral_constant..,18.43,1.69,33.75,45.12,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,549"
1090,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,649"
1091,8.67,csrmv_v3_kernel,..integral_constant..,18.43,1.60,34.98,45.15,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,566"
1092,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,673"
1093,9.06,csrmv_v3_kernel,..integral_constant..,18.82,1.70,34.69,44.16,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,144"
1094,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,819"
1095,9.77,csrmv_v3_kernel,..integral_constant..,18.50,1.81,34.66,44.95,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,703"
1096,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.31,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,547"
1097,9.63,csrmv_v3_kernel,..integral_constant..,18.78,1.81,34.84,44.30,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,014"
1098,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.32,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,497"
1099,8.49,csrmv_v3_kernel,..integral_constant..,18.53,1.57,34.41,44.86,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,728"
