ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type,Cycles [cycle]
542,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.50,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,385"
543,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.45,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,623"
544,5.46,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,3.76,80.43,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,401"
545,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.51,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,594"
546,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.18,0.00,80.65,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,652"
547,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.55,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,429"
548,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.44,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,438"
549,5.03,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.47,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,449"
550,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.59,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,324"
551,5.11,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.52,80.57,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,338"
552,5.01,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,3.45,80.71,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,174"
553,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,433"
554,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.54,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,316"
555,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.71,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,218"
556,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.72,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,162"
557,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,180"
558,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,493"
559,5.08,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.22,3.52,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,679"
560,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,153"
561,5.30,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,3.65,80.77,28.61,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,168"
562,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.56,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,435"
563,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.69,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,394"
564,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.59,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,530"
565,5.34,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,3.69,80.59,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,559"
566,5.20,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.59,80.69,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,495"
567,5.15,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.55,80.68,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,323"
568,5.01,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.45,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,350"
569,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,316"
570,5.63,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.89,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,448"
571,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.68,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,291"
572,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.58,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,340"
573,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,337"
574,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.57,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,450"
575,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,450"
576,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.59,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,276"
577,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.67,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,295"
578,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,320"
579,5.11,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.52,80.69,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,334"
580,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,418"
581,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,378"
582,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.75,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,285"
583,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.74,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,361"
584,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,181"
585,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.39,28.47,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,465"
586,5.97,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,4.13,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,602"
587,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,300"
588,5.04,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.48,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,339"
589,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,426"
590,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.65,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,577"
591,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,499"
592,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,476"
593,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.48,28.50,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,448"
594,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.61,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,295"
595,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.48,28.50,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,413"
596,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,288"
597,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.52,28.52,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,165"
598,5.55,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,3.82,80.56,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,295"
599,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.74,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,368"
600,5.42,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,3.73,80.57,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,225"
601,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.73,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,574"
602,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.75,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,141"
603,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,395"
604,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.72,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,611"
605,5.44,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.75,80.57,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,283"
606,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,421"
607,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.64,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,619"
608,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,321"
609,5.31,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.67,80.58,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,571"
610,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.71,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,521"
611,5.16,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.56,80.61,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,493"
612,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,286"
613,5.95,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,4.11,80.63,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,464"
614,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.75,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,373"
615,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,173"
616,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,152"
617,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,468"
618,5.14,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,3.54,80.69,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,180"
619,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.73,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,335"
620,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.73,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,133"
621,5.54,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.18,3.83,80.71,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,657"
622,5.46,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.77,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,561"
623,5.57,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.85,80.64,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,513"
624,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.65,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,241"
625,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.61,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,374"
626,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.68,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,258"
627,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.58,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,248"
628,5.28,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,3.64,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,221"
629,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.72,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,489"
630,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.61,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,302"
631,5.37,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.71,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,461"
632,5.39,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.72,80.76,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,443"
633,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.74,28.60,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,203"
634,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.72,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,113"
635,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.68,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,502"
636,5.49,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.18,3.80,80.57,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,660"
637,5.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.45,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,318"
638,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.73,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,252"
639,5.52,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,3.81,80.56,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,371"
640,5.32,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,3.67,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,434"
641,5.34,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.68,80.56,28.53,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,316"
642,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,361"
643,5.13,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.54,80.59,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,294"
644,5.43,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.75,80.70,28.58,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,254"
645,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.60,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,348"
646,5.31,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,3.66,80.64,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,395"
647,5.11,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.52,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,393"
648,5.24,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.61,80.73,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,345"
649,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.64,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,278"
650,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.72,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,352"
651,5.03,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,3.48,80.67,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,571"
652,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.74,28.59,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,281"
653,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.57,28.54,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,257"
654,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.61,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,360"
655,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.62,28.55,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,196"
656,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.78,28.61,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,456"
657,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,471"
658,5.63,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.89,80.63,28.56,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,583"
659,5.50,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.25,3.81,80.66,28.57,40,"16384,    1,    1","  128,    1,    1",Kernel: SIMT,"103,724"
660,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.18,0.00,80.58,28.54,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,614"
661,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,378"
662,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,333"
663,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,435"
664,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,484"
665,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,135"
666,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,282"
667,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,369"
668,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,160"
669,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.55,28.53,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,124"
670,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.77,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,053"
671,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.59,28.54,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,202"
672,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,175"
673,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,165"
674,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.78,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,282"
675,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,079"
676,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.60,28.55,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,232"
677,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.71,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,191"
678,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,260"
679,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,118"
680,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,110"
681,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.86,28.64,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,168"
682,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,113"
683,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.83,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,432"
684,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,249"
685,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.78,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,059"
686,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,459"
687,5.66,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.91,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,438"
688,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.74,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,361"
689,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.71,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,576"
690,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,137"
691,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,178"
692,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,058"
693,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,218"
694,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.51,28.51,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,373"
695,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,114"
696,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,338"
697,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.85,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,339"
698,5.04,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,3.47,80.71,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,222"
